,user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,school
17016,用户27055,2020/2/20 13:44,2020/4/3 17:07,1,0,"1,063.63",河北水利电力学院
17017,用户27056,2020/2/20 13:44,2020/4/7 16:30,1,0,185.67,河北水利电力学院
17018,用户27057,2020/2/20 13:44,2020/3/29 9:31,1,0,467.87,河北水利电力学院
17019,用户27046,2020/2/20 13:44,2020/4/6 17:23,1,0,613.87,河北水利电力学院
17020,用户27047,2020/2/20 13:44,2020/3/25 20:05,1,0,"1,484.60",河北水利电力学院
17021,用户27048,2020/2/20 13:44,2020/3/25 16:43,1,0,341.73,河北水利电力学院
17022,用户27049,2020/2/20 13:44,2020/3/20 16:19,1,0,897.07,河北水利电力学院
17023,用户27050,2020/2/20 13:44,2020/3/30 22:28,1,0,305.43,河北水利电力学院
17024,用户27051,2020/2/20 13:44,2020/3/30 13:31,1,0,975.5,河北水利电力学院
17025,用户27039,2020/2/20 13:44,2020/3/29 13:29,1,0,597.72,河北水利电力学院
17026,用户27040,2020/2/20 13:44,2020/4/6 19:37,1,0,"2,161.03",河北水利电力学院
17027,用户27041,2020/2/20 13:44,2020/3/30 19:27,1,0,529.65,河北水利电力学院
17028,用户27042,2020/2/20 13:44,2020/2/24 9:52,1,0,821.33,河北水利电力学院
17029,用户27043,2020/2/20 13:44,2020/5/9 20:48,1,0,"1,196.28",河北水利电力学院
17030,用户27044,2020/2/20 13:44,2020/4/16 8:02,1,0,649.05,河北水利电力学院
17031,用户27045,2020/2/20 13:44,2020/2/27 6:57,1,0,609.18,河北水利电力学院
17032,用户27032,2020/2/20 13:44,2020/3/25 16:14,1,0,254.02,河北水利电力学院
17033,用户27033,2020/2/20 13:44,2020/4/21 8:00,1,0,662.77,河北水利电力学院
17034,用户27034,2020/2/20 13:44,2020/5/16 13:36,1,0,593.5,河北水利电力学院
17035,用户27035,2020/2/20 13:44,2020/5/26 21:24,1,0,296,河北水利电力学院
17036,用户27036,2020/2/20 13:44,2020/6/2 22:09,1,0,299.2,河北水利电力学院
17037,用户27037,2020/2/20 13:44,2020/3/26 19:34,1,0,302.13,河北水利电力学院
17038,用户27038,2020/2/20 13:44,2020/4/1 15:02,1,0,950.35,河北水利电力学院
17039,用户27024,2020/2/20 13:44,2020/2/24 14:32,1,0,170.17,河北水利电力学院
17040,用户27025,2020/2/20 13:44,2020/3/26 8:08,1,0,359.47,河北水利电力学院
17041,用户27026,2020/2/20 13:44,2020/4/16 8:09,1,0,401.33,河北水利电力学院
17042,用户27027,2020/2/20 13:44,2020/3/29 11:24,1,0,841.87,河北水利电力学院
17043,用户27028,2020/2/20 13:44,2020/3/29 19:45,1,0,421.93,河北水利电力学院
17044,用户27029,2020/2/20 13:44,2020/6/18 8:49,3,0,"18,678.92",河北水利电力学院
17045,用户27030,2020/2/20 13:44,2020/4/10 17:30,1,0,"1,946.20",河北水利电力学院
17046,用户27031,2020/2/20 13:44,2020/4/1 10:05,1,0,461.62,河北水利电力学院
17047,用户27018,2020/2/20 13:44,2020/2/24 14:24,1,0,506.13,河北水利电力学院
17048,用户27019,2020/2/20 13:44,2020/3/29 20:01,1,0,738.2,河北水利电力学院
17049,用户27020,2020/2/20 13:44,2020/4/13 15:50,1,0,"1,227.55",河北水利电力学院
17050,用户27021,2020/2/20 13:44,2020/4/6 12:08,1,0,467.22,河北水利电力学院
17051,用户27022,2020/2/20 13:44,2020/4/14 11:03,1,0,347.32,河北水利电力学院
17052,用户27023,2020/2/20 13:44,2020/2/24 14:33,1,0,494.93,河北水利电力学院
17053,用户27012,2020/2/20 13:44,2020/4/16 8:09,1,0,117.15,河北水利电力学院
17054,用户27013,2020/2/20 13:44,2020/2/24 22:27,1,0,195.45,河北水利电力学院
17055,用户27014,2020/2/20 13:44,2020/4/5 10:44,1,0,438.87,河北水利电力学院
17056,用户27015,2020/2/20 13:44,2020/4/10 17:53,1,0,603.78,河北水利电力学院
17057,用户27016,2020/2/20 13:44,2020/2/24 15:06,1,0,1.37,河北水利电力学院
17058,用户27017,2020/2/20 13:44,2020/4/5 13:21,1,0,320.67,河北水利电力学院
17059,用户27006,2020/2/20 13:44,2020/3/27 21:08,1,0,716.12,河北水利电力学院
17060,用户27007,2020/2/20 13:44,2020/6/4 14:03,2,0,706.72,河北水利电力学院
17061,用户27008,2020/2/20 13:44,2020/6/4 14:45,3,0,821.42,河北水利电力学院
17062,用户27009,2020/2/20 13:44,2020/4/30 8:28,1,0,537.53,河北水利电力学院
17063,用户27010,2020/2/20 13:44,2020/2/26 12:54,1,0,553.2,河北水利电力学院
17064,用户27011,2020/2/20 13:44,2020/3/23 9:38,1,0,425.93,河北水利电力学院
17065,用户26999,2020/2/20 13:44,2020/4/9 15:44,1,0,722.12,河北水利电力学院
17066,用户27000,2020/2/20 13:44,2020/4/6 10:54,1,0,391.25,河北水利电力学院
17067,用户27001,2020/2/20 13:44,2020/6/4 14:57,2,0,978.27,河北水利电力学院
17068,用户27002,2020/2/20 13:44,2020/5/26 8:45,1,0,650.07,河北水利电力学院
17069,用户27003,2020/2/20 13:44,2020/3/27 14:34,1,0,341.9,河北水利电力学院
17070,用户27004,2020/2/20 13:44,2020/6/4 17:08,2,0,"1,429.42",河北水利电力学院
17071,用户27005,2020/2/20 13:44,2020/4/11 23:19,1,0,331.27,河北水利电力学院
17072,用户26992,2020/2/20 13:44,2020/6/4 16:10,2,0,437.37,河北水利电力学院
17073,用户26993,2020/2/20 13:44,2020/4/12 20:30,1,0,565.88,河北水利电力学院
17074,用户26994,2020/2/20 13:44,2020/2/24 14:33,1,0,303.08,河北水利电力学院
17075,用户26995,2020/2/20 13:44,2020/4/2 8:36,1,0,543.17,河北水利电力学院
17076,用户26996,2020/2/20 13:44,2020/6/15 18:26,1,0,938.87,河北水利电力学院
17077,用户26997,2020/2/20 13:44,2020/3/30 8:53,1,0,975.18,河北水利电力学院
17078,用户26998,2020/2/20 13:44,2020/4/1 12:08,1,0,"1,236.95",河北水利电力学院
17079,用户26991,2020/2/20 13:35,2020/2/21 20:35,1,0,63.92,0
17080,用户26990,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17081,用户26986,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17082,用户26987,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17083,用户26988,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17084,用户26989,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17085,用户26981,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17086,用户26982,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17087,用户26983,2020/2/20 13:30,2020/2/20 13:30,1,0,0,西华大学电信学院
17088,用户26984,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17089,用户26985,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17090,用户26978,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17091,用户26979,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17092,用户26980,2020/2/20 13:30,2020/2/20 13:30,0,0,0,西华大学电信学院
17093,用户26977,2020/2/20 13:27,2020/5/1 19:49,4,0,"3,907.45",0
17094,用户26976,2020/2/20 13:27,2020/2/20 13:28,2,0,0,0
17095,用户26974,2020/2/20 13:23,2020/2/20 13:23,1,0,0,东华理工大学
17096,用户26975,2020/2/20 13:23,2020/5/3 14:26,2,0,443.22,东华理工大学
17097,用户26973,2020/2/20 13:21,2020/4/25 8:39,2,0,"2,085.63",东华理工大学
17098,用户26972,2020/2/20 12:50,2020/2/20 12:51,0,0,0,0
17099,用户26971,2020/2/20 12:49,2020/5/6 19:55,1,0,"2,973.13",0
17100,用户26970,2020/2/20 12:49,2020/3/21 10:50,2,0,"3,702.92",0
17101,用户26969,2020/2/20 12:48,2020/2/22 15:20,1,0,42.63,0
17102,用户26968,2020/2/20 12:48,2020/2/20 12:48,0,0,0,0
17103,用户26967,2020/2/20 12:42,2020/5/5 17:30,2,0,799.25,0
17104,用户26966,2020/2/20 12:41,2020/2/20 12:41,0,0,0,0
17105,用户26965,2020/2/20 12:39,2020/5/8 15:13,4,0,"4,327.78",0
17106,用户26964,2020/2/20 12:33,2020/4/15 18:28,2,1,"1,023.47",0
17107,用户26963,2020/2/20 12:32,2020/2/20 12:35,0,0,0,0
17108,用户26962,2020/2/20 12:27,2020/2/20 12:27,1,0,128.52,0
17109,用户26961,2020/2/20 12:16,2020/2/27 9:44,1,0,"2,704.45",0
17110,用户26960,2020/2/20 12:15,2020/2/20 12:15,0,0,0,0
17111,用户26959,2020/2/20 12:10,2020/2/20 12:10,0,0,18.85,0
17112,用户26956,2020/2/20 12:06,2020/3/14 11:50,1,0,359.08,重庆文理学院
17113,用户26957,2020/2/20 12:06,2020/5/21 12:39,1,0,"3,468.63",重庆文理学院
17114,用户26958,2020/2/20 12:06,2020/5/21 14:13,3,0,"8,568.67",重庆文理学院
17115,用户26954,2020/2/20 12:01,2020/6/17 9:15,3,0,"9,072.30",重庆文理学院
17116,用户26955,2020/2/20 12:01,2020/4/5 19:34,1,0,606.57,重庆文理学院
17117,用户26948,2020/2/20 12:01,2020/3/14 11:17,1,0,333.53,重庆文理学院
17118,用户26949,2020/2/20 12:01,2020/3/13 15:39,1,0,132,重庆文理学院
17119,用户26950,2020/2/20 12:01,2020/4/4 16:22,1,0,99.28,重庆文理学院
17120,用户26951,2020/2/20 12:01,2020/4/5 14:36,1,0,18.33,重庆文理学院
17121,用户26952,2020/2/20 12:01,2020/3/30 16:46,1,0,395.93,重庆文理学院
17122,用户26953,2020/2/20 12:01,2020/3/29 17:32,1,0,815.52,重庆文理学院
17123,用户26941,2020/2/20 12:01,2020/5/17 8:16,1,0,"2,639.22",重庆文理学院
17124,用户26942,2020/2/20 12:01,2020/5/26 21:37,3,0,"9,730.32",重庆文理学院
17125,用户26943,2020/2/20 12:01,2020/6/14 20:06,4,0,"11,515.83",重庆文理学院
17126,用户26944,2020/2/20 12:01,2020/6/15 22:56,1,0,"1,650.02",重庆文理学院
17127,用户26945,2020/2/20 12:01,2020/3/24 14:33,1,0,886.93,重庆文理学院
17128,用户26946,2020/2/20 12:01,2020/3/29 11:06,1,0,590.8,重庆文理学院
17129,用户26947,2020/2/20 12:01,2020/6/5 15:38,1,0,372.38,重庆文理学院
17130,用户26934,2020/2/20 12:01,2020/4/7 20:07,1,0,521.07,重庆文理学院
17131,用户26935,2020/2/20 12:01,2020/6/17 14:08,8,0,"31,658.90",重庆文理学院
17132,用户26936,2020/2/20 12:01,2020/5/26 20:01,4,0,"3,577.02",重庆文理学院
17133,用户26937,2020/2/20 12:01,2020/6/17 9:07,1,0,"4,584.90",重庆文理学院
17134,用户26938,2020/2/20 12:01,2020/5/15 16:46,2,0,"18,969.23",重庆文理学院
17135,用户26939,2020/2/20 12:01,2020/4/15 15:21,1,0,"2,243.90",重庆文理学院
17136,用户26940,2020/2/20 12:01,2020/4/3 16:02,1,0,"2,246.33",重庆文理学院
17137,用户26927,2020/2/20 12:01,2020/6/5 15:25,1,0,394.08,重庆文理学院
17138,用户26928,2020/2/20 12:01,2020/4/12 16:30,1,0,"2,012.62",重庆文理学院
17139,用户26929,2020/2/20 12:01,2020/3/17 20:16,1,0,"1,690.97",重庆文理学院
17140,用户26930,2020/2/20 12:01,2020/3/29 17:18,1,0,"1,496.03",重庆文理学院
17141,用户26931,2020/2/20 12:01,2020/4/13 11:57,1,0,"1,756.52",重庆文理学院
17142,用户26932,2020/2/20 12:01,2020/4/6 19:28,1,0,"3,431.67",重庆文理学院
17143,用户26933,2020/2/20 12:01,2020/3/29 8:19,1,0,"1,169.78",重庆文理学院
17144,用户26920,2020/2/20 12:01,2020/3/25 15:35,1,0,560.18,重庆文理学院
17145,用户26921,2020/2/20 12:01,2020/4/3 19:38,1,0,"2,197.33",重庆文理学院
17146,用户26922,2020/2/20 12:01,2020/4/3 15:10,1,0,"6,251.37",重庆文理学院
17147,用户26923,2020/2/20 12:01,2020/6/11 21:14,2,0,"3,278.90",重庆文理学院
17148,用户26924,2020/2/20 12:01,2020/3/12 17:57,1,0,98.05,重庆文理学院
17149,用户26925,2020/2/20 12:01,2020/4/5 10:34,1,0,"4,842.83",重庆文理学院
17150,用户26926,2020/2/20 12:01,2020/3/27 11:16,1,0,"1,751.35",重庆文理学院
17151,用户26914,2020/2/20 12:01,2020/3/22 23:13,1,0,519.93,重庆文理学院
17152,用户26915,2020/2/20 12:01,2020/5/6 6:43,3,0,"2,419.08",重庆文理学院
17153,用户26916,2020/2/20 12:01,2020/2/24 14:45,1,0,161.75,重庆文理学院
17154,用户26917,2020/2/20 12:01,2020/6/17 19:50,3,0,"6,806.50",重庆文理学院
17155,用户26918,2020/2/20 12:01,2020/5/25 15:53,1,0,444.53,重庆文理学院
17156,用户26919,2020/2/20 12:01,2020/4/5 21:16,1,0,"4,245.12",重庆文理学院
17157,用户26906,2020/2/20 12:01,2020/5/18 8:09,3,0,"2,496.58",重庆文理学院
17158,用户26907,2020/2/20 12:01,2020/2/24 15:13,1,0,134.63,重庆文理学院
17159,用户26908,2020/2/20 12:01,2020/4/1 21:15,1,0,"3,816.43",重庆文理学院
17160,用户26909,2020/2/20 12:01,2020/4/1 11:47,1,0,914.57,重庆文理学院
17161,用户26910,2020/2/20 12:01,2020/3/22 9:05,1,0,887.6,重庆文理学院
17162,用户26911,2020/2/20 12:01,2020/4/7 13:48,1,0,"2,289.08",重庆文理学院
17163,用户26912,2020/2/20 12:01,2020/3/12 16:37,1,0,"1,020.10",重庆文理学院
17164,用户26913,2020/2/20 12:01,2020/6/15 21:10,1,0,397.6,重庆文理学院
17165,用户26899,2020/2/20 12:01,2020/5/18 15:49,1,0,695.28,重庆文理学院
17166,用户26900,2020/2/20 12:01,2020/2/24 17:28,2,0,541.9,重庆文理学院
17167,用户26901,2020/2/20 12:01,2020/3/29 17:41,1,0,"2,592.40",重庆文理学院
17168,用户26902,2020/2/20 12:01,2020/3/12 17:35,1,0,270.3,重庆文理学院
17169,用户26903,2020/2/20 12:01,2020/4/7 20:22,1,0,854.48,重庆文理学院
17170,用户26904,2020/2/20 12:01,2020/2/24 14:59,1,0,659.92,重庆文理学院
17171,用户26905,2020/2/20 12:01,2020/5/22 11:21,3,0,"3,976.47",重庆文理学院
17172,用户26892,2020/2/20 12:01,2020/4/11 8:18,1,0,"3,198.93",重庆文理学院
17173,用户26893,2020/2/20 12:01,2020/4/6 13:59,1,0,"1,613.50",重庆文理学院
17174,用户26894,2020/2/20 12:01,2020/5/25 14:24,1,0,613.77,重庆文理学院
17175,用户26895,2020/2/20 12:01,2020/4/7 13:02,1,0,702.2,重庆文理学院
17176,用户26896,2020/2/20 12:01,2020/5/15 8:57,1,0,250.3,重庆文理学院
17177,用户26897,2020/2/20 12:01,2020/5/11 11:03,1,0,"1,413.27",重庆文理学院
17178,用户26898,2020/2/20 12:01,2020/6/17 22:47,2,0,820.08,重庆文理学院
17179,用户26886,2020/2/20 12:01,2020/5/18 14:50,1,0,"2,148.60",重庆文理学院
17180,用户26887,2020/2/20 12:01,2020/4/4 21:37,1,0,"2,118.78",重庆文理学院
17181,用户26888,2020/2/20 12:01,2020/4/4 22:22,1,0,"1,145.47",重庆文理学院
17182,用户26889,2020/2/20 12:01,2020/5/7 17:13,2,0,"1,581.88",重庆文理学院
17183,用户26890,2020/2/20 12:01,2020/6/13 21:06,1,0,675.45,重庆文理学院
17184,用户26891,2020/2/20 12:01,2020/3/25 17:14,1,0,442.9,重庆文理学院
17185,用户26880,2020/2/20 12:01,2020/6/9 15:03,1,0,294.23,重庆文理学院
17186,用户26881,2020/2/20 12:01,2020/4/14 14:51,1,0,"4,646.78",重庆文理学院
17187,用户26882,2020/2/20 12:01,2020/4/26 19:18,1,0,"1,809.40",重庆文理学院
17188,用户26883,2020/2/20 12:01,2020/2/24 14:28,1,0,249.48,重庆文理学院
17189,用户26884,2020/2/20 12:01,2020/3/28 12:02,3,0,"1,690.97",重庆文理学院
17190,用户26885,2020/2/20 12:01,2020/4/4 21:53,1,0,804.58,重庆文理学院
17191,用户26879,2020/2/20 12:01,2020/3/28 15:11,1,0,"1,266.03",重庆文理学院
17192,用户26873,2020/2/20 12:01,2020/2/24 14:44,1,0,597.85,重庆文理学院
17193,用户26874,2020/2/20 12:01,2020/4/19 16:00,1,0,"7,190.37",重庆文理学院
17194,用户26875,2020/2/20 12:01,2020/2/24 14:26,2,0,275.88,重庆文理学院
17195,用户26876,2020/2/20 12:01,2020/6/12 11:45,1,0,389.98,重庆文理学院
17196,用户26877,2020/2/20 12:01,2020/6/11 19:15,4,1,"14,576.88",重庆文理学院
17197,用户26878,2020/2/20 12:01,2020/2/20 12:01,1,1,0,重庆文理学院
17198,用户26866,2020/2/20 12:01,2020/3/13 23:06,1,0,812.15,重庆文理学院
17199,用户26867,2020/2/20 12:01,2020/6/17 16:34,1,0,"6,854.83",重庆文理学院
17200,用户26868,2020/2/20 12:01,2020/5/5 21:12,1,0,"1,258.00",重庆文理学院
17201,用户26869,2020/2/20 12:01,2020/6/15 17:31,1,0,"2,570.33",重庆文理学院
17202,用户26870,2020/2/20 12:01,2020/5/10 12:11,1,0,843.77,重庆文理学院
17203,用户26871,2020/2/20 12:01,2020/3/28 16:54,1,0,324.22,重庆文理学院
17204,用户26872,2020/2/20 12:01,2020/5/7 20:06,1,0,984.12,重庆文理学院
17205,用户26859,2020/2/20 12:01,2020/4/7 20:24,1,0,"1,366.47",重庆文理学院
17206,用户26860,2020/2/20 12:01,2020/3/27 17:48,1,0,799.6,重庆文理学院
17207,用户26861,2020/2/20 12:01,2020/3/29 22:00,1,0,980.55,重庆文理学院
17208,用户26862,2020/2/20 12:01,2020/6/17 21:11,6,0,"6,962.20",重庆文理学院
17209,用户26863,2020/2/20 12:01,2020/4/1 19:13,1,0,"1,434.55",重庆文理学院
17210,用户26864,2020/2/20 12:01,2020/3/31 20:51,1,0,"1,465.95",重庆文理学院
17211,用户26865,2020/2/20 12:01,2020/5/7 8:59,2,0,"3,152.02",重庆文理学院
17212,用户26858,2020/2/20 12:01,2020/2/24 14:55,1,0,517.38,重庆文理学院
17213,用户26857,2020/2/20 12:01,2020/3/3 14:49,0,0,224.5,0
17214,用户26856,2020/2/20 11:58,2020/4/12 11:23,1,0,879.7,珠海城市职业技术学院
17215,用户26855,2020/2/20 11:57,2020/5/3 18:35,1,0,57.4,0
17216,用户26854,2020/2/20 11:57,2020/3/16 13:56,1,0,"1,228.57",珠海城市职业技术学院
17217,用户26852,2020/2/20 11:57,2020/2/20 11:57,1,0,0,西藏大学
17218,用户26853,2020/2/20 11:57,2020/4/27 19:14,1,0,"4,502.08",珠海城市职业技术学院
17219,用户26851,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17220,用户26844,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17221,用户26845,2020/2/20 11:55,2020/4/4 12:31,1,0,421.38,珠海城市职业技术学院
17222,用户26846,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17223,用户26847,2020/2/20 11:55,2020/4/30 14:56,1,0,780.52,珠海城市职业技术学院
17224,用户26848,2020/2/20 11:55,2020/4/28 22:32,1,0,814.55,珠海城市职业技术学院
17225,用户26849,2020/2/20 11:55,2020/4/1 15:40,1,0,"1,988.27",珠海城市职业技术学院
17226,用户26850,2020/2/20 11:55,2020/3/30 14:40,1,0,86.82,珠海城市职业技术学院
17227,用户26837,2020/2/20 11:55,2020/4/28 22:02,1,0,115.48,珠海城市职业技术学院
17228,用户26838,2020/2/20 11:55,2020/4/7 19:31,1,0,356.83,珠海城市职业技术学院
17229,用户26839,2020/2/20 11:55,2020/4/2 10:27,1,0,"1,136.38",珠海城市职业技术学院
17230,用户26840,2020/2/20 11:55,2020/4/6 20:05,1,0,398.18,珠海城市职业技术学院
17231,用户26841,2020/2/20 11:55,2020/3/15 13:36,1,0,0.1,珠海城市职业技术学院
17232,用户26842,2020/2/20 11:55,2020/3/30 12:49,1,0,728.12,珠海城市职业技术学院
17233,用户26843,2020/2/20 11:55,2020/5/4 18:47,1,0,335.35,珠海城市职业技术学院
17234,用户26831,2020/2/20 11:55,2020/4/6 22:10,1,0,"1,961.68",珠海城市职业技术学院
17235,用户26832,2020/2/20 11:55,2020/4/4 16:15,1,0,"1,228.98",珠海城市职业技术学院
17236,用户26833,2020/2/20 11:55,2020/3/30 10:28,1,0,0.17,珠海城市职业技术学院
17237,用户26834,2020/2/20 11:55,2020/3/17 13:53,1,0,"1,953.17",珠海城市职业技术学院
17238,用户26835,2020/2/20 11:55,2020/4/27 10:06,1,0,691.23,珠海城市职业技术学院
17239,用户26836,2020/2/20 11:55,2020/3/30 11:43,1,0,207.75,珠海城市职业技术学院
17240,用户26824,2020/2/20 11:55,2020/4/5 15:55,1,0,541.6,珠海城市职业技术学院
17241,用户26825,2020/2/20 11:55,2020/5/6 21:37,1,0,419.63,珠海城市职业技术学院
17242,用户26826,2020/2/20 11:55,2020/3/31 14:16,1,0,12.5,珠海城市职业技术学院
17243,用户26827,2020/2/20 11:55,2020/3/30 22:59,1,0,6.2,珠海城市职业技术学院
17244,用户26828,2020/2/20 11:55,2020/4/27 19:31,1,0,9.05,珠海城市职业技术学院
17245,用户26829,2020/2/20 11:55,2020/3/30 20:03,1,0,4.43,珠海城市职业技术学院
17246,用户26830,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17247,用户26818,2020/2/20 11:55,2020/3/22 17:06,1,0,"1,254.35",珠海城市职业技术学院
17248,用户26819,2020/2/20 11:55,2020/2/24 10:49,1,0,91.97,珠海城市职业技术学院
17249,用户26820,2020/2/20 11:55,2020/3/30 11:58,1,0,14.65,珠海城市职业技术学院
17250,用户26821,2020/2/20 11:55,2020/4/1 10:58,1,0,879.45,珠海城市职业技术学院
17251,用户26822,2020/2/20 11:55,2020/4/27 10:45,1,0,0.3,珠海城市职业技术学院
17252,用户26823,2020/2/20 11:55,2020/4/27 10:08,1,0,207.85,珠海城市职业技术学院
17253,用户26811,2020/2/20 11:55,2020/2/29 13:10,1,0,167.75,珠海城市职业技术学院
17254,用户26812,2020/2/20 11:55,2020/4/4 16:03,1,0,118.08,珠海城市职业技术学院
17255,用户26813,2020/2/20 11:55,2020/4/27 10:11,1,0,"1,262.75",珠海城市职业技术学院
17256,用户26814,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17257,用户26815,2020/2/20 11:55,2020/2/24 13:55,1,0,11.33,珠海城市职业技术学院
17258,用户26816,2020/2/20 11:55,2020/4/5 3:44,1,0,989.45,珠海城市职业技术学院
17259,用户26817,2020/2/20 11:55,2020/2/26 8:48,1,0,91.27,珠海城市职业技术学院
17260,用户26805,2020/2/20 11:55,2020/5/11 16:49,1,0,"4,337.23",珠海城市职业技术学院
17261,用户26806,2020/2/20 11:55,2020/4/21 17:18,1,0,"1,621.47",珠海城市职业技术学院
17262,用户26807,2020/2/20 11:55,2020/6/15 21:42,1,0,308.02,珠海城市职业技术学院
17263,用户26808,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17264,用户26809,2020/2/20 11:55,2020/4/28 15:18,1,0,"1,830.88",珠海城市职业技术学院
17265,用户26810,2020/2/20 11:55,2020/4/23 15:38,1,0,757.62,珠海城市职业技术学院
17266,用户26797,2020/2/20 11:55,2020/2/24 10:11,1,0,22.67,珠海城市职业技术学院
17267,用户26798,2020/2/20 11:55,2020/3/30 10:27,1,0,"1,014.57",珠海城市职业技术学院
17268,用户26799,2020/2/20 11:55,2020/2/24 9:16,1,0,62.97,珠海城市职业技术学院
17269,用户26800,2020/2/20 11:55,2020/3/30 14:56,1,0,68.22,珠海城市职业技术学院
17270,用户26801,2020/2/20 11:55,2020/3/31 8:35,1,0,802.78,珠海城市职业技术学院
17271,用户26802,2020/2/20 11:55,2020/4/5 12:47,1,0,895.88,珠海城市职业技术学院
17272,用户26803,2020/2/20 11:55,2020/2/24 9:52,1,0,0,珠海城市职业技术学院
17273,用户26804,2020/2/20 11:55,2020/3/18 16:57,1,0,145.23,珠海城市职业技术学院
17274,用户26791,2020/2/20 11:55,2020/3/30 15:49,1,0,73.22,珠海城市职业技术学院
17275,用户26792,2020/2/20 11:55,2020/3/29 22:17,1,0,"1,559.72",珠海城市职业技术学院
17276,用户26793,2020/2/20 11:55,2020/3/31 14:35,1,0,6.53,珠海城市职业技术学院
17277,用户26794,2020/2/20 11:55,2020/3/22 14:43,1,0,184.08,珠海城市职业技术学院
17278,用户26795,2020/2/20 11:55,2020/5/7 10:35,1,0,170.03,珠海城市职业技术学院
17279,用户26796,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17280,用户26784,2020/2/20 11:55,2020/5/1 16:18,1,0,"1,240.92",珠海城市职业技术学院
17281,用户26785,2020/2/20 11:55,2020/3/30 14:10,1,0,2.57,珠海城市职业技术学院
17282,用户26786,2020/2/20 11:55,2020/5/6 12:47,1,0,561.33,珠海城市职业技术学院
17283,用户26787,2020/2/20 11:55,2020/3/30 15:37,1,0,3.23,珠海城市职业技术学院
17284,用户26788,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17285,用户26789,2020/2/20 11:55,2020/2/24 10:13,1,0,21.4,珠海城市职业技术学院
17286,用户26790,2020/2/20 11:55,2020/3/30 11:47,1,0,"1,165.18",珠海城市职业技术学院
17287,用户26777,2020/2/20 11:55,2020/3/30 15:35,1,0,7.25,珠海城市职业技术学院
17288,用户26778,2020/2/20 11:55,2020/5/27 12:17,2,0,"2,317.73",珠海城市职业技术学院
17289,用户26779,2020/2/20 11:55,2020/3/29 11:31,1,0,"1,505.95",珠海城市职业技术学院
17290,用户26780,2020/2/20 11:55,2020/3/30 10:34,1,0,"1,299.47",珠海城市职业技术学院
17291,用户26781,2020/2/20 11:55,2020/4/2 10:02,1,0,22.78,珠海城市职业技术学院
17292,用户26782,2020/2/20 11:55,2020/3/16 16:22,1,0,0,珠海城市职业技术学院
17293,用户26783,2020/2/20 11:55,2020/2/24 10:12,1,0,42.13,珠海城市职业技术学院
17294,用户26773,2020/2/20 11:55,2020/4/28 14:45,1,0,12.57,珠海城市职业技术学院
17295,用户26774,2020/2/20 11:55,2020/5/7 13:32,1,0,252.03,珠海城市职业技术学院
17296,用户26775,2020/2/20 11:55,2020/4/1 10:26,1,0,987.12,珠海城市职业技术学院
17297,用户26776,2020/2/20 11:55,2020/2/20 11:55,1,0,0,珠海城市职业技术学院
17298,用户26772,2020/2/20 11:50,2020/5/7 12:58,3,0,"5,173.17",湘潭大学
17299,用户26771,2020/2/20 11:42,2020/3/1 10:02,0,0,"2,245.13",0
17300,用户26770,2020/2/20 11:40,2020/3/5 11:10,1,0,882.57,0
17301,用户26769,2020/2/20 11:40,2020/2/20 11:40,0,0,0,0
17302,用户26767,2020/2/20 11:35,2020/3/18 9:52,1,0,69.65,上海商学院
17303,用户26768,2020/2/20 11:35,2020/4/14 20:48,1,0,"2,646.97",上海商学院
17304,用户26766,2020/2/20 11:35,2020/3/11 12:41,1,0,5.78,0
17305,用户26765,2020/2/20 11:32,2020/2/20 11:32,1,0,0,0
17306,用户26764,2020/2/20 11:30,2020/6/4 12:12,1,0,"1,405.40",0
17307,用户26763,2020/2/20 11:28,2020/2/20 21:17,1,0,387.65,0
17308,用户26762,2020/2/20 11:22,2020/2/21 13:27,1,0,211.48,0
17309,用户26761,2020/2/20 11:20,2020/2/20 11:20,2,0,11.67,0
